name,id,portal_name,street,street2,zipcode,city,state,county,country,lat,lon,type,description,url,phone,email,archived,status,activityName,activityCnt,role,contactNames,contactEmails,courses,sectionCnt,unitNames,unitCnt,externalId,programs
Indianapolis Public Schools: Charles Warren Fairbanks Sch 105,3652e468-c4a1-4c42-5d6f-d3091d2adaeb,Indianapolis,8620 Montery Rd,,46226,Indianapolis,IN,Marion,US,39.831182,-86.016276,education: k-12,,http://www.105.ips.k12.in.us/,(317) 226-4105,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'School of Liberal Arts', 'Division of Student Affairs']",1,5385-5605,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Christian Park School 82,972c8a84-fe78-440c-706a-63817f84fe0e,Indianapolis,4700 English Ave,,46201,Indianapolis,IN,Marion,US,39.76065,-86.089359,education: k-12,,http://www.82.ips.k12.in.us/,(317) 226-4282,,False,approved,"['Education Counseling Internship: Christian Park School 82', 'Scripps National Spelling Bee']",1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""},{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}","[' ', ' ']","['', '']",['EDUC-G550-20875'],1,"['School of Liberal Arts', 'School of Education', 'School of Education', 'Division of Student Affairs']",1,5385-5582,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Clarence Farrington School 61,680aa626-b1c9-41f4-5ab3-312898f480ae,Indianapolis,4326 Patricia St,,46222,Indianapolis,IN,Marion,US,39.810826,-86.23387,education: k-12,,http://www.61.ips.k12.in.us/,(317) 226-4261,,False,approved,['Elementary Education Field Placement With Clarence Farrington Elementary School'],1,"{""Co-educate students"",""Evaluate or provide feedback on students' work"",""Supervise students""}",[' '],[''],"['EDUC-E328-20857', 'EDUC-E340-20859', 'EDUC-E343-20863', 'EDUC-E345-20745', 'EDUC-H440-23928', 'EDUC-M301-20774', 'EDUC-M304-20776', 'EDUC-M305-20898', 'EDUC-M306-20900', 'EDUC-M320-20780']",1,['School of Education'],1,5385-5662,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Crispus Attucks High School,06030b66-72d2-41dc-7c2f-caf2b4ae6984,Indianapolis,1140 Dr M Luther King Jr St,,46202,Indianapolis,IN,Marion,US,39.800738,-86.169914,education: k-12,,https://www.myips.org/cammhs,(317) 226-2800,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'IU Student Success Corps (In Person)', 'IUI Business Opportunities for Self Starters (BOSS) Summer Entrepreneurship Camp', 'TRIO Upward Bound']",1,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Identify areas of need"",""Negotiate costs and logistics"",""Assist in raising funds for the activity"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""},{""Provide access to target populations""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""}","[' ', ' ', 'Jenny Berry', ' ', ' ']","['', '', 'jenniferberry@myips.org', '', '']",,1,"['Career Services', 'University College', 'Family, School, and Neighborhood Engagement', 'Office of Workforce and Community Engagement', 'Herron School of Art and Design', 'Kelley School of Business', 'Office of Workforce and Community Engagement']",1,5385-5474,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Daniel Webster School 46,aad30314-72fd-41a1-7df6-6ffca11e5082,Indianapolis,1450 S Reisner,,46221,Indianapolis,IN,Marion,US,39.746585,-86.190131,education: k-12,,http://www.346.ips.k12.in.us/,(317) 226-4246,,False,approved,"['College and Career Coaching', 'Scripps National Spelling Bee', 'Student Teaching with Daniel Webster School 46']",1,"{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Co-educate students"",""Evaluate or provide feedback on students' work"",""Supervise students""},{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}","[' ', ' ', ' ']","['', '', '']","['EDUC-M470-20917', 'EDUC-M470-22439', 'EDUC-M470-22930']",1,"['Office of Workforce and Community Engagement', 'School of Education', 'School of Liberal Arts', 'School of Education', 'Division of Student Affairs']",1,5385-5546,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Edison School of the Arts 47,fd796261-2da4-4752-73d8-21ed63bb8de0,Indianapolis,777 White River Pkwy W Drive,,46221,Indianapolis,IN,Marion,US,39.757205,-86.175395,education: k-12,,http://www.myips.org/edisonschoolofthearts,(317) 226-4270,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Education', 'School of Liberal Arts']",1,5385-5570,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Frederick Douglass School 19,a6d941a4-f97e-432d-49cd-7121cfbd90b2,Indianapolis,2020 Dawson St,,46203,Indianapolis,IN,Marion,US,39.739615,-86.12914,education: k-12,,http://www.19.ips.k12.in.us/,(317) 226-4219,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Liberal Arts', 'School of Education']",1,5385-5674,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: George Washington Carver School 87,98ec311c-a481-4aca-6ea6-2648561b05f7,Indianapolis,2411 Indpls Ave,,46208,Indianapolis,IN,Marion,US,39.64028,-85.94655,education: k-12,,http://www.myips.org,(317) 226-4287,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'Division of Student Affairs', 'School of Liberal Arts']",1,5385-5587,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: George Washington High School,9bf40994-6a3c-4ae6-52d4-ca927529aea7,Indianapolis,2215 W Washington St,,46202.0,Indianapolis,IN,Marion,US,39.765105,-86.19926,education: k-12,,https://www.myips.org/gwchs,(317) 693-5555,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'IU Student Success Corps (In Person)', 'IUI Business Opportunities for Self Starters (BOSS) Summer Entrepreneurship Camp', 'TRIO Upward Bound', 'iDEW', 'iDEW: Computing by Design Summer Workshop']",2,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""},{""Provide access to target populations"",""Provide information materials""},{""Provide access to target populations""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""}, {""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials""}","[' ', ' ', ' ', ' ', ' ', ' ', ' '], [' ']","['', '', '', '', '', '', ''], ['']",,1,"['Luddy School of Informatics, Computing, and Engineering', 'Luddy School of Informatics, Computing, and Engineering', 'University College', 'Career Services', 'Office of Workforce and Community Engagement', 'Kelley School of Business', 'Herron School of Art and Design', 'Office of Workforce and Community Engagement', 'Family, School, and Neighborhood Engagement'], ['Luddy School of Informatics, Computing, and Engineering']",2,5385-5644,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: H L Harshman Middle School,9f5d144d-ef4a-4853-6de3-bd87e6f7a105,Indianapolis,1501 E 10th St,,46201,Indianapolis,IN,Marion,US,39.780525,-86.13239,education: k-12,,http://www.501.ips.k12.in.us/,(317) 226-4101,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'Scripps National Spelling Bee', 'We the People: The Citizen and the Constitution']",1,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Promote event to target populations"",""Provide access to target populations""},{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}","[' ', ' ', ' ', ' ']","['', '', '', '']",,1,"['Career Services', 'School of Education', 'School of Liberal Arts', 'Division of Student Affairs', 'Office of Workforce and Community Engagement', ""Paul O'Neill School of Public and Environmental Affairs""]",1,5385-5601,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: HW Longfellow Med/STEM Magnet Midl,edd5c26f-b45b-43b8-666f-d532c4853445,Indianapolis,510 Laurel Street,,46032,Indianapolis,IN,Marion,US,39.759249,-86.136391,education: k-12,,https://www.myips.org/,(317) 226-4228,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'iDEW: Computing by Design Summer Workshop']",1,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ', ' ']","['', '', '']",,1,"['Career Services', 'Luddy School of Informatics, Computing, and Engineering', 'Office of Workforce and Community Engagement']",1,5385-5467,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: IPS/ Butler Lab @ William Bell 60,d669ee31-70e1-4f1c-7e5a-cb35948fc5e2,Indianapolis,3330 N Pennsylvania,,46205,Indianapolis,IN,Marion,US,39.8168,-86.154952,education: k-12,,http://www.60.ips.k12.in.us/,(317) 226-4369,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'Division of Student Affairs', 'School of Liberal Arts']",1,5385-5560,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: James A Garfield School 31,0f4d6028-ed78-4581-5383-59ac22dd71e7,Indianapolis,307 Lincoln St,,46225,Indianapolis,IN,Marion,US,39.745094,-86.152495,education: k-12,,https://schools.myips.org/jamesgarfield/,(317) 226-4231,,False,approved,['Elementary Education Field Placement With James Garfield School 31'],1,"{""Co-educate students"",""Evaluate or provide feedback on students' work"",""Supervise students""}",[' '],[''],"['EDUC-E328-20857', 'EDUC-E340-20859', 'EDUC-E343-20863', 'EDUC-E345-20745', 'EDUC-H440-23928', 'EDUC-M301-20774', 'EDUC-M304-20776', 'EDUC-M305-20898', 'EDUC-M306-20900', 'EDUC-M320-20780']",1,['School of Education'],1,5385-5531,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: James Russell Lowell School 51,f98431e0-d9bf-401f-4bd0-647c77386a40,Indianapolis,3426 Roosevelt Ave,,46218,Indianapolis,IN,Marion,US,39.799106,-86.109018,education: k-12,,http://www.51.ips.k12.in.us/,(317) 226-4251,,False,approved,"['IU Student Success Corps (In Person)', 'Scripps National Spelling Bee']",1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""}","[' ', ' ']","['', '']",,1,"['Division of Student Affairs', 'Office of Workforce and Community Engagement', 'Family, School, and Neighborhood Engagement', 'School of Liberal Arts', 'School of Education']",1,5385-5551,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Meredith Nicholson School 96,279b4364-e56d-4fa3-5176-808c90e2a528,Indianapolis,3651 N Kiel Ave,,46224,Indianapolis,IN,Marion,US,39.820775,-86.26228,education: k-12,,http://www.96.ips.k12.in.us/,(317) 226-4296,,False,approved,"['Scripps National Spelling Bee', 'Student Teaching with Meredith Nicholson School 96']",1,"{""Co-educate students"",""Evaluate or provide feedback on students' work"",""Supervise students""},{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}","[' ', ' ']","['', '']","['EDUC-M470-20917', 'EDUC-M470-22439', 'EDUC-M470-22930']",1,"['School of Education', 'Division of Student Affairs', 'School of Education', 'School of Liberal Arts']",1,5385-5596,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Northwest Community Middle School,4ed4db39-e215-435f-6bb9-a928aafb048b,Indianapolis,5525 W. 34th St.,,46224,Indianapolis,IN,Marion,US,39.814786,-86.257446,education: k-12,The mission of the Indianapolis Public Schools is to prepare and empower all students for life.,http://www.myips.org/nchs,(317) 693-5600,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'Elementary Education Field Placement With Indianapolis Public Schools: Northwest Middle School', 'IU Student Success Corps (In Person)']",1,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Provide access to target populations"",""Supervise students""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity""}","[' ', ' ', ' ', ' ']","['', '', '', '']","['EDUC-E340-22388', 'EDUC-E343-22392', 'EDUC-H440-25291', 'EDUC-M301-22421', 'EDUC-M304-22423', 'EDUC-M324-25509', 'EDUC-M324-25565']",1,"['Office of Workforce and Community Engagement', 'Career Services', 'Family, School, and Neighborhood Engagement', 'Office of Workforce and Community Engagement', 'School of Education']",1,5385-5516,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Ralph Waldo Emerson School 58,2185adc3-fd4e-4db3-75b4-a406185bd3b3,Indianapolis,321 N Linwood Ave,,46201,Indianapolis,IN,Marion,US,39.772853,-86.092316,education: k-12,,http://www.58.ips.k12.in.us/,(317) 226-4258,,False,approved,['Student Teaching with Indianapolis Public Schools Ralph Waldo Emerson #58'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to target populations"",""Supervise students""}",[' '],[''],"['EDUC-M470-20917', 'EDUC-M482-20921', 'EDUC-X425-20933']",1,['School of Education'],1,5385-5558,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Robert Lee Frost School 106,d3cd5fc0-d8a6-491a-460a-1ffab6549163,Indianapolis,5301 Roxbury Rd,,46226,Indianapolis,IN,Marion,US,39.84939,-86.071451,education: k-12,,http://www.106.ips.k12.in.us/,(317) 226-4106,,False,approved,"['IU Student Success Corps (In Person)', 'Secondary Education Field Experience: Robert Lee Frost #106']",1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Supervise students""}","[' ', ' ']","['', '']","['EDUC-M403-Unknown', 'EDUC-M451-22435']",1,"['Office of Workforce and Community Engagement', 'School of Education', 'Family, School, and Neighborhood Engagement']",1,5385-5606,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Rousseau McClellan School 91,48b8e7f3-7560-4b92-75f8-85aab62a6ec1,Indianapolis,5111 Evanston Ave,,46205,Indianapolis,IN,Marion,US,39.845647,-86.126121,education: k-12,,https://www.myips.org/rousseaumcclellan91,(317) 226-4291,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Education', 'School of Liberal Arts']",1,5385-5591,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Shortridge High School,b7491e44-96bd-48de-47c8-06c48294dde1,Indianapolis,3401 N Meridian,,46208.0,Indianapolis,IN,Marion,US,39.818144,-86.155106,education: k-12,,https://www.myips.org/shs,(317) 226-2810,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'IU Student Success Corps (In Person)', 'Special Programs for Academic Nurturing (SPAN)', 'iDEW', 'iDEW: Computing by Design Summer Workshop']",2,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Set goals"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to target populations"",""Provide volunteer site or space""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""}, {""Set goals"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to target populations"",""Provide volunteer site or space""}","[' ', ' ', ' ', ' ', ' ', ' '], [' ']","['', '', '', '', '', ''], ['']",,1,"['Luddy School of Informatics, Computing, and Engineering'], ['Special Programs for Academic Nurturing', 'Luddy School of Informatics, Computing, and Engineering', 'Office of Workforce and Community Engagement', 'Career Services', 'Luddy School of Informatics, Computing, and Engineering', 'University College', 'Family, School, and Neighborhood Engagement', 'Office of Workforce and Community Engagement']",2,5385-5492,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Theodore Potter School 74,9d05a7e2-7a48-4753-6944-3ef09fd46e07,Indianapolis,1601 E 10th St,,46201,Indianapolis,IN,Marion,US,39.780669,-86.131319,education: k-12,,http://www.74.ips.k12.in.us/,(317) 226-4274,,False,approved,"['IU Student Success Corps (In Person)', 'Scripps National Spelling Bee', 'Student Teaching with Indianapolis Public Schools Theodore Potter School #74']",1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to target populations"",""Supervise students""},{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""}","[' ', ' ', ' ']","['', '', '']","['EDUC-M470-20917', 'EDUC-M482-20921', 'EDUC-X425-20933']",1,"['School of Education', 'Division of Student Affairs', 'School of Liberal Arts', 'Office of Workforce and Community Engagement', 'Family, School, and Neighborhood Engagement', 'School of Education']",1,5385-5574,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: Thomas D Gregg School 15,e63a7a6a-cebb-47db-4b4f-d912b538587d,Indianapolis,2302 E Michigan St,,46201,Indianapolis,IN,Marion,US,39.775314,-86.121892,education: k-12,,https://www.myips.org/thomasdgregg,(317) 226-4215,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Education', 'School of Liberal Arts']",1,5385-5515,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indianapolis Public Schools: William Penn School 49,e31b696a-915b-4c97-6f6a-1a07803801e3,Indianapolis,1720 W Wilkins St,,46221,Indianapolis,IN,Marion,US,39.754256,-86.190959,education: k-12,,http://www.myips.org/williampenn49,(317) 226-4249,,False,approved,"['Career Coaching Grant - IUI', 'College and Career Coaching', 'IU Student Success Corps (In Person)', 'Scripps National Spelling Bee']",1,"{""Co-educate students"",""Manage the event or activity"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to target populations""},{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space""}","[' ', ' ', ' ', ' ']","['', '', '', '']",,1,"['Career Services', 'School of Education', 'School of Liberal Arts', 'Family, School, and Neighborhood Engagement', 'Office of Workforce and Community Engagement', 'Office of Workforce and Community Engagement', 'Division of Student Affairs']",1,5385-5549,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Indy Black Chamber of Commerce,fa994cbf-6894-4915-55ff-add401803d6a,Indianapolis,202 E Market,Suite 702,46204,Indianapolis,IN,Marion County,US,39.768958,-86.154079,nonprofit,,https://indybcc.org/,,,False,approved,['Enterprise Corps - Business Accelerator for Central Indiana’s Growth-Oriented Small Businesses'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Assist in raising funds for the activity"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations""}",['Anita Williams'],['williamsa@indybcc.com'],['BUS-XX529-multiple sections'],1,"['Kelley School of Business', 'Indiana Business Research Center']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 3: Economic Development']"
Indy Chamber,10aba7de-c461-46bc-5c43-afa65eb6bcae,Indianapolis,111 Monument Circle,#1950,46204,Indianapolis,IN,Marion County,US,39.768869,-86.157086,government,"The Indy Chamber is a place where you can belong, be active and be here, along with other businesses and professionals interested in making Indianapolis a leading economic city. With membership of nearly 2,500 businesses representing 235,000 employees in the Indianapolis region, the Indy Chamber is leading the effort to strengthen our business climate, revitalize our neighborhoods and enhance our region 's workforce.The Indy Chamber serves as a voice of progress and improvement in the region, uniting business and community to maintain a strong economy and quality of life. Our advocacy efforts, networking events, economic development initiatives, and other member benefits position members, business leaders and the community for success.",http://indychamber.com/,(317) 464-2222,memberservices@indychamber.com,False,approved,['Enterprise Corps - Business Accelerator for Central Indiana’s Growth-Oriented Small Businesses'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Assist in raising funds for the activity"",""Discuss how to work together"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to target populations""}",['Christina Snorten'],['csnorten@indychamber.com'],['BUS-XX529-multiple sections'],1,"['Kelley School of Business', 'Indiana Business Research Center']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 3: Economic Development']"
Irvington Community School,10231831-3f47-4435-44a1-1295774827a3,Indianapolis,6705 E Julian Ave,,46219,Indianapolis,IN,Marion,US,39.768943,-86.068979,education: k-12,,http://www.ics-charter.org,(317) 357-5359,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Liberal Arts', 'School of Education']",1,1537,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Ivy Tech Community College - Indianapolis,b7e79a00-c70d-4ff5-5232-9bbb2ba4cd5c,Indianapolis,50 W Fall Creek Pkwy N Dr,,46208,Indianapolis,IN,Marion,US,39.80485,-86.15721,education: k-12,"Ivy Tech Community College prepares Indiana residents to learn, live, and work in a diverse and globally competitive environment by delivering professional, technical, transfer, and lifelong education. Through its affordable, open-access education and training programs, the College enhances the development of IndianaÕs citizens and communities and strengthens its economy.",https://www.ivytech.edu/,(888) 489-5463,,False,approved,"['""Think globally, live locally"" through a new global-learning initiative']",1,"{""Discuss how to work together"",""Promote event to target populations"",""Provide access to data"",""Supervise students""}",[' '],[''],,1,"['Office of International Affairs', 'School of Education']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 5: Global Perspectives']"
